FID,anzahl_stellplaetze,zusatzbeleuchtung,bike_and_ride,doppelstock,status,geplant,lastenrad,standort,standortnummer,typ_generalisiert,ueberdacht,zeitl_begrenzung,status_bedeutung,shape
opendata_ruhver_fahrradparken_line.1568,10,Nein,Nein,Nein,2,,Nein,Rumfordstr.,2681,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691908.7180008439 5334393.316997951, 691908.4580008439 5334392.889997953, 691907.9370008439 5334392.036997952, 691907.389000844 5334391.199997953, 691906.832000844 5334390.369997951, 691906.2410008439 5334389.562997951, 691905.7960008439 5334388.958997952))"
opendata_ruhver_fahrradparken_line.1569,12,Nein,Nein,Nein,2,,Nein,Rumfordstr. 32,2682,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691915.980000844 5334389.593997952, 691917.6190008442 5334394.317997951))"
opendata_ruhver_fahrradparken_line.1570,10,Nein,Nein,Nein,2,,Nein,Baaderpl. 20,2683,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691968.3430008452 5334220.958997948, 691968.0640008453 5334220.543997949, 691965.8350008453 5334217.2229979485, 691965.4170008453 5334216.599997949))"
opendata_ruhver_fahrradparken_line.1571,10,Nein,Nein,Nein,2,,Nein,Baaderpl. 22,2684,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691947.2390008448 5334189.15299795, 691947.5150008448 5334189.56999795, 691949.7250008448 5334192.903997949, 691950.1390008449 5334193.528997949))"
opendata_ruhver_fahrradparken_line.1572,6,Nein,Nein,Nein,2,,Nein,Buttermelcherstr. 21,2685,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691936.4760008447 5334185.920997951, 691936.0760008446 5334186.125997951, 691934.2970008445 5334187.039997952, 691933.6240008444 5334187.37099795))"
opendata_ruhver_fahrradparken_line.1573,10,Nein,Nein,Nein,2,,Nein,Kohlstr. 3,2686,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691986.7850008457 5334194.350997947, 691987.1980008456 5334194.0689979475, 691990.5010008458 5334191.812997947, 691991.1210008458 5334191.389997948))"
opendata_ruhver_fahrradparken_line.1574,10,Nein,Nein,Nein,2,,Nein,Morassistr. 26,2687,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692077.8470008477 5334130.648997942, 692077.2310008476 5334131.07699794, 692073.9480008476 5334133.361997941, 692073.3330008476 5334133.790997942))"
opendata_ruhver_fahrradparken_line.1575,10,Nein,Nein,Nein,2,,Nein,Landwehrstr. 31,2754,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690518.2710008139 5334615.832998038, 690518.247000815 5334615.082998039, 690518.122000814 5334611.084998039, 690518.099000814 5334610.335998042))"
opendata_ruhver_fahrradparken_line.1576,10,Nein,Nein,Nein,2,,Nein,Sommerstr. 9,2238,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691569.3710008368 5333109.912997976, 691570.0270008368 5333110.275997976, 691573.5250008369 5333112.214997976, 691574.1810008369 5333112.577997975))"
opendata_ruhver_fahrradparken_line.1577,12,Nein,Ja,Nein,2,,Nein,Rheinstr. 37,2239,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691773.3480008402 5338063.017997954, 691774.3360008402 5338069.378997953))"
opendata_ruhver_fahrradparken_line.1578,28,Nein,Nein,Nein,2,,Nein,Elisabethpl. 4 c,2240,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691385.2780008321 5336965.12699798, 691392.9440008322 5336964.24499798))"
opendata_ruhver_fahrradparken_line.1579,6,Nein,Nein,Nein,2,,Nein,Elisabethpl. 4 c,2241,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691382.538000832 5336965.419997981, 691384.0490008321 5336965.28999798))"
opendata_ruhver_fahrradparken_line.1580,8,Nein,Nein,Nein,2,,Nein,Arcisstr. 65,2242,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691334.6660008308 5336946.402997984, 691340.5690008311 5336945.417997982))"
opendata_ruhver_fahrradparken_line.1581,6,Nein,Ja,Nein,4,,Nein,Aidenbachstr. 30,2243,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((687868.9510007598 5330390.676998203, 687869.446000761 5330388.665998205))"
opendata_ruhver_fahrradparken_line.1582,10,Nein,Ja,Nein,2,,Nein,Aidenbachstr. 30,2244,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687823.1160007591 5330380.154998206, 687827.4770007592 5330381.111998205))"
opendata_ruhver_fahrradparken_line.1583,18,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 66,1142,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687102.0180007431 5339558.662998229, 687102.784000743 5339553.301998231))"
opendata_ruhver_fahrradparken_line.1584,18,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 66,1143,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687106.7790007431 5339559.461998231, 687107.712000743 5339554.134998231))"
opendata_ruhver_fahrradparken_line.1585,3,Nein,Nein,Nein,4,,Nein,Sonnenstr. 14,1318,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((690782.6740008196 5334686.592998023, 690784.5660008198 5334686.4309980245))"
opendata_ruhver_fahrradparken_line.1586,3,Nein,Nein,Nein,4,,Nein,Sonnenstr. 10,1319,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((690785.8670008195 5334724.027998023, 690787.7620008197 5334723.787998022))"
opendata_ruhver_fahrradparken_line.1587,3,Nein,Nein,Nein,2,,Nein,Sonnenstr. 10,1320,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690786.0210008195 5334728.118998024, 690788.2230008198 5334728.046998024))"
opendata_ruhver_fahrradparken_line.1588,10,Nein,Ja,Nein,2,,Nein,Helene-Mayer-Ring 3,1078,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((689950.6080008011 5339440.068998066, 689949.184000801 5339443.145998066))"
opendata_ruhver_fahrradparken_line.1589,10,Nein,Ja,Nein,2,,Nein,Helene-Mayer-Ring 3,1079,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689945.7740008009 5339452.2269980665, 689942.9550008008 5339458.005998067))"
opendata_ruhver_fahrradparken_line.1590,44,Nein,Ja,Nein,2,,Nein,Helene-Mayer-Ring 3,1081,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((689931.7200008007 5339471.597998066, 689941.4280008008 5339476.338998066))"
opendata_ruhver_fahrradparken_line.1591,90,Nein,Ja,Nein,2,,Nein,Arzberger Str. 10,1652,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((694053.1840008928 5330027.647997816, 694019.0240008922 5330010.939997819))"
opendata_ruhver_fahrradparken_line.1592,16,Ja,Ja,Nein,2,,Nein,Tirschenreuther Str. 30,1653,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((694084.5360008935 5329747.724997814, 694086.1790008936 5329739.571997816))"
opendata_ruhver_fahrradparken_line.1593,24,Nein,Ja,Nein,2,,Nein,Feldmochinger Str. 214 b,1654,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687611.1010007528 5341272.3259982, 687615.8070007529 5341278.438998201, 687619.784000753 5341282.615998199))"
opendata_ruhver_fahrradparken_line.1594,30,Nein,Ja,Nein,2,,Nein,Feldmochinger Str. 214 b,1655,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687579.7620007521 5341292.863998202, 687587.1580007523 5341285.067998201))"
opendata_ruhver_fahrradparken_line.1595,10,Nein,Ja,Nein,2,,Nein,Feldmochinger Str. 214 b,1656,Vorderradhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((687600.0070007525 5341285.683998201, 687603.3780007525 5341289.058998202))"
opendata_ruhver_fahrradparken_line.1596,10,Nein,Ja,Nein,2,,Nein,Feldmochinger Str. 214 b,1657,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687608.5640007528 5341302.0609981995, 687611.0900007528 5341299.7739982))"
opendata_ruhver_fahrradparken_line.1597,30,Nein,Ja,Nein,4,,Nein,Geschwister-Scholl-Pl. 1,1472,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((691943.1600008442 5336331.933997947, 691940.3010008442 5336320.626997946))"
opendata_ruhver_fahrradparken_line.1598,20,Nein,Ja,Nein,4,,Nein,Geschwister-Scholl-Pl. 1,1473,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((691939.1650008442 5336316.001997947, 691936.3740008441 5336305.994997946))"
opendata_ruhver_fahrradparken_line.1599,8,Nein,Nein,Nein,2,,Nein,Klenzestr. 24,2688,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691699.7310008395 5334189.329997966, 691700.2640008393 5334189.857997965, 691702.3970008395 5334191.966997966, 691702.9300008395 5334192.494997964))"
opendata_ruhver_fahrradparken_line.1600,10,Nein,Ja,Nein,2,,Nein,Reichenbachstr. 16,2689,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691662.8620008385 5334194.887997968, 691662.8910008386 5334195.386997967, 691663.1240008387 5334199.380997969, 691663.1680008386 5334200.128997967))"
opendata_ruhver_fahrradparken_line.1601,10,Nein,Ja,Nein,2,,Nein,Reichenbachstr. 19,2690,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691669.5390008388 5334194.533997969, 691669.5690008388 5334195.032997968, 691669.8050008389 5334199.0259979665, 691669.8490008388 5334199.774997968))"
opendata_ruhver_fahrradparken_line.1602,10,Nein,Nein,Nein,2,,Nein,Ligsalzstr. 38,2229,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689148.3100007854 5334394.879998122, 689153.2130007853 5334394.605998122))"
opendata_ruhver_fahrradparken_line.1603,10,Nein,Nein,Nein,2,,Nein,Ligsalzstr. 31,2230,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689159.4610007856 5334377.883998123, 689162.8280007857 5334382.091998121))"
opendata_ruhver_fahrradparken_line.1604,6,Nein,Nein,Nein,2,,Nein,Ehrengutstr. 15,2231,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690542.7930008149 5332946.832998041, 690542.6990008148 5332945.042998041))"
opendata_ruhver_fahrradparken_line.1605,6,Nein,Nein,Nein,2,,Nein,Ehrengutstr. 15,2232,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690535.4940008146 5332963.267998041, 690537.5290008148 5332961.641998041))"
opendata_ruhver_fahrradparken_line.1606,4,Nein,Nein,Nein,2,,Nein,Ehrengutstr. 14,2233,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690526.1240008144 5332939.220998041, 690527.8830008146 5332939.107998043))"
opendata_ruhver_fahrradparken_line.1607,6,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 30,2234,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690497.6600008139 5332924.781998043, 690499.5920008138 5332923.402998043))"
opendata_ruhver_fahrradparken_line.1608,12,Nein,Nein,Nein,2,,Nein,Graslilienanger 7,2245,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690642.5480008147 5343073.745998015, 690650.880000815 5343074.816998016))"
opendata_ruhver_fahrradparken_line.1609,12,Nein,Nein,Nein,2,,Nein,Graslilienanger 1,2246,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690652.032000815 5343005.509998015, 690660.3640008152 5343006.576998016))"
opendata_ruhver_fahrradparken_line.1610,8,Nein,Ja,Nein,2,,Nein,Marienpl. 15,2811,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691714.4600008396 5334706.3489979645, 691714.7200008398 5334706.1149979625, 691718.1490008398 5334703.123997964, 691718.3940008397 5334702.874997964))"
opendata_ruhver_fahrradparken_line.1611,8,Nein,Ja,Nein,2,,Nein,Marienpl. 15,2812,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691719.0480008398 5334702.229997965, 691719.2930008399 5334702.027997964, 691722.7710008398 5334699.093997963, 691722.9860008399 5334698.922997964))"
opendata_ruhver_fahrradparken_line.1612,8,Nein,Ja,Nein,2,,Nein,Marienpl. 15,1803,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691705.0400008394 5334724.234997964, 691705.3100008395 5334724.011997965, 691708.8340008395 5334721.1329979645, 691709.1060008395 5334720.911997963))"
opendata_ruhver_fahrradparken_line.1613,7,Nein,Ja,Nein,2,,Nein,Marienpl. 15,1805,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691710.1420008396 5334720.076997964, 691710.2930008395 5334719.946997965, 691713.3660008396 5334717.462997965, 691713.5160008395 5334717.3319979645))"
opendata_ruhver_fahrradparken_line.1614,7,Nein,Ja,Nein,2,,Nein,Marienpl. 15,2813,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691714.7060008396 5334716.386997962, 691714.8940008397 5334716.221997965, 691717.9440008398 5334713.713997963, 691718.1350008397 5334713.551997964))"
opendata_ruhver_fahrradparken_line.1615,7,Nein,Ja,Nein,2,,Nein,Marienpl. 15,2814,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691719.0780008398 5334712.807997963, 691719.2720008397 5334712.649997963, 691722.33600084 5334710.157997963, 691722.5300008398 5334709.999997963))"
opendata_ruhver_fahrradparken_line.1616,44,Nein,Ja,Nein,2,,Nein,Helene-Mayer-Ring 3,1082,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((689929.8160008005 5339475.056998066, 689939.6470008008 5339479.684998067))"
opendata_ruhver_fahrradparken_line.1617,28,Nein,Ja,Nein,2,,Nein,Helene-Mayer-Ring 3,1083,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((689942.0980008008 5339483.909998067, 689945.1760008009 5339477.551998066))"
opendata_ruhver_fahrradparken_line.1618,11,Nein,Ja,Nein,2,,Nein,Orleanspl. 13,1084,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((693687.9320008836 5333740.337997835, 693684.2240008835 5333736.171997834))"
opendata_ruhver_fahrradparken_line.1619,10,Nein,Ja,Nein,4,,Nein,Geiselgasteigstr. 125,1425,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((690392.3740008122 5329483.823998058, 690395.5280008125 5329487.606998056))"
opendata_ruhver_fahrradparken_line.1620,10,Nein,Ja,Nein,4,,Nein,Geiselgasteigstr. 125,1426,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((690396.5990008124 5329488.696998056, 690399.9200008125 5329492.496998058))"
opendata_ruhver_fahrradparken_line.1621,20,Nein,Ja,Nein,2,,Nein,Therese-Giehse-Allee 30,1427,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((696737.3050009556 5330092.614997619, 696742.4710009557 5330110.079997617))"
opendata_ruhver_fahrradparken_line.1622,34,Nein,Ja,Nein,2,,Nein,Therese-Giehse-Allee 14,1428,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((696791.9080009569 5330272.610997614, 696797.966000957 5330291.995997613))"
opendata_ruhver_fahrradparken_line.1623,11,Nein,Ja,Nein,2,,Nein,Professor-Huber-Pl. 2,1474,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692028.1920008461 5336311.56599794, 692034.5040008463 5336309.808997939))"
opendata_ruhver_fahrradparken_line.1624,16,Nein,Ja,Nein,2,,Nein,Professor-Huber-Pl. 2,1475,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692037.3570008463 5336310.408997939, 692046.5280008466 5336307.941997938))"
opendata_ruhver_fahrradparken_line.1625,11,Nein,Ja,Nein,2,,Nein,Professor-Huber-Pl. 2,1476,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692051.9210008465 5336306.296997938, 692058.1110008468 5336304.652997938))"
opendata_ruhver_fahrradparken_line.1626,40,Nein,Ja,Nein,2,,Nein,Professor-Huber-Pl. 2,1477,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692060.5820008471 5336303.611997939, 692054.4890008467 5336280.724997938))"
opendata_ruhver_fahrradparken_line.1627,13,Nein,Ja,Nein,2,,Nein,Professor-Huber-Pl. 2,1478,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692052.9050008467 5336276.008997939, 692050.8330008467 5336268.740997939))"
opendata_ruhver_fahrradparken_line.1628,7,Nein,Ja,Nein,2,,Nein,Baldurstr. 27,1532,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687988.9070007609 5338180.387998184, 687993.7440007611 5338180.930998183))"
opendata_ruhver_fahrradparken_line.1629,6,Nein,Ja,Nein,2,,Nein,Baldurstr. 27,1533,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687998.0550007612 5338181.363998182, 688001.4850007612 5338181.7639981825))"
opendata_ruhver_fahrradparken_line.1630,9,Nein,Ja,Nein,4,,Nein,Baldurstr. 27,1534,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((688006.2360007614 5338182.304998183, 688011.6860007616 5338183.049998183))"
opendata_ruhver_fahrradparken_line.1631,4,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 30,2235,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690490.1860008137 5332941.201998044, 690492.7650008139 5332941.061998044))"
opendata_ruhver_fahrradparken_line.1632,4,Nein,Nein,Nein,2,,Nein,Ehrengutstr. 9,2236,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690493.0870008139 5332948.351998044, 690495.4340008139 5332948.235998043))"
opendata_ruhver_fahrradparken_line.1633,10,Nein,Nein,Nein,2,,Nein,Sommerstr. 13,2237,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691526.5830008358 5333077.10999798, 691527.0470008359 5333077.698997978, 691529.524000836 5333080.839997979, 691529.988000836 5333081.428997978))"
opendata_ruhver_fahrradparken_line.1634,10,Nein,Nein,Nein,2,,Nein,Adalbertstr. 44,2374,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691698.5950008389 5336475.770997961, 691700.5790008389 5336480.899997962))"
opendata_ruhver_fahrradparken_line.1635,10,Nein,Nein,Nein,2,,Nein,Adalbertstr. 25,2375,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691698.1430008389 5336458.797997961, 691703.2830008391 5336456.8409979595))"
opendata_ruhver_fahrradparken_line.1636,8,Nein,Ja,Nein,2,,Nein,Schellingstr. 30,2377,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691576.4350008364 5336221.1519979695, 691572.2290008363 5336222.752997969))"
opendata_ruhver_fahrradparken_line.1637,8,Nein,Ja,Nein,2,,Nein,Schellingstr. 30,2378,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691567.5230008361 5336224.556997971, 691571.7170008362 5336222.925997971))"
opendata_ruhver_fahrradparken_line.1638,8,Nein,Ja,Nein,2,,Nein,Schellingstr. 27,2379,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691600.9790008368 5336202.263997968, 691605.8400008368 5336200.417997969))"
opendata_ruhver_fahrradparken_line.1639,7,Nein,Ja,Nein,2,,Nein,Schellingstr. 27,2380,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691610.190000837 5336198.698997967, 691615.0510008372 5336196.852997967))"
opendata_ruhver_fahrradparken_line.1640,7,Nein,Ja,Nein,2,,Nein,Marienpl. 15,1804,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691723.6590008398 5334709.0819979645, 691723.9690008399 5334708.828997963, 691727.03300084 5334706.3369979635, 691727.4210008399 5334706.020997964))"
opendata_ruhver_fahrradparken_line.1641,20,Nein,Nein,Nein,2,,Nein,Theresienstr. 100,2381,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690898.2120008217 5336211.797998013, 690897.5090008216 5336212.058998015, 690889.0750008215 5336215.201998012, 690888.3730008217 5336215.462998015))"
opendata_ruhver_fahrradparken_line.1642,20,Nein,Nein,Nein,2,,Nein,Theresienstr. 100,2382,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690915.3270008222 5336213.173998011, 690915.5960008221 5336213.8739980105, 690918.9330008221 5336222.232998012, 690919.2120008224 5336222.928998012))"
opendata_ruhver_fahrradparken_line.1643,25,Nein,Nein,Nein,2,,Nein,Kazmairstr. 66,2497,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688476.9910007716 5334420.346998163, 688473.8650007714 5334420.838998161, 688464.5050007713 5334422.728998163, 688462.5270007713 5334423.237998162))"
opendata_ruhver_fahrradparken_line.1644,10,Nein,Nein,Nein,2,,Nein,Hiltenspergerstr. 68,2498,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690826.84900082 5337711.508998015, 690826.31500082 5337718.487998014))"
opendata_ruhver_fahrradparken_line.1645,22,Nein,Nein,Nein,2,,Nein,Hiltenspergerstr. 66,2499,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690825.97000082 5337702.711998015, 690826.0270008199 5337701.963998014, 690826.6470008199 5337694.991998013, 690826.81200082 5337692.998998014, 690826.9780008199 5337691.005998014, 690827.04000082 5337690.258998015))"
opendata_ruhver_fahrradparken_line.1646,18,Nein,Nein,Nein,2,,Nein,Augsburgerstr. 2,2500,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690941.5120008232 5334084.421998015, 690940.7830008231 5334084.596998016, 690932.0390008228 5334086.728998016, 690931.3110008228 5334086.907998015))"
opendata_ruhver_fahrradparken_line.1647,20,Nein,Nein,Nein,2,,Nein,Augsburgerstr. 2,2501,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690951.8430008233 5334091.594998014, 690951.9940008232 5334092.328998013, 690953.6770008233 5334101.170998013, 690953.8160008234 5334101.907998013))"
opendata_ruhver_fahrradparken_line.1648,24,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 1,869,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700296.7170010423 5334615.842997312, 700295.7250010422 5334608.500997313))"
opendata_ruhver_fahrradparken_line.1649,12,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 1,870,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700294.9610010423 5334603.275997313, 700293.8640010421 5334595.929997313))"
opendata_ruhver_fahrradparken_line.1650,18,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 1,871,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700293.5240010422 5334594.457997313, 700292.6400010422 5334589.3659973135))"
opendata_ruhver_fahrradparken_line.1651,90,Ja,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 8,873,Fahrradständer,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((700154.0470010388 5334610.228997325, 700129.8180010382 5334609.152997327))"
opendata_ruhver_fahrradparken_line.1652,17,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 8,874,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700117.3140010377 5334613.367997329, 700117.8840010378 5334601.476997328))"
opendata_ruhver_fahrradparken_line.1653,36,Ja,Ja,Nein,2,,Nein,Willy-Brandt-Pl. 8,876,Fahrradständer,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((700102.6720010374 5334607.255997329, 700093.5080010372 5334606.80099733))"
opendata_ruhver_fahrradparken_line.1654,11,Nein,Ja,Nein,2,,Nein,Edinburghpl. 51,877,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700107.0590010375 5334650.701997329, 700100.6500010374 5334650.3779973285))"
opendata_ruhver_fahrradparken_line.1655,12,Nein,Ja,Nein,2,,Nein,Edinburghpl. 51,878,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700115.2430010377 5334650.919997327, 700108.1520010375 5334650.628997329))"
opendata_ruhver_fahrradparken_line.1656,80,Nein,Ja,Nein,2,,Nein,Baldurstr. 28,1535,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((687986.8080007609 5338272.561998183, 687988.5700007608 5338259.110998183), (687991.4760007609 5338272.920998183, 687993.062000761 5338259.4629981825))"
opendata_ruhver_fahrradparken_line.1657,16,Nein,Ja,Nein,2,,Nein,Dachauer Str. 293,1536,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687980.4400007607 5338378.271998184, 687981.6170007607 5338369.041998182))"
opendata_ruhver_fahrradparken_line.1658,8,Nein,Ja,Nein,2,,Nein,Dachauer Str. 293,1537,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((687978.1800007607 5338387.500998183, 687982.6680007607 5338388.008998183))"
opendata_ruhver_fahrradparken_line.1659,32,Nein,Ja,Nein,2,,Nein,Orpheusstr. 1,1538,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((687977.3130007606 5338418.004998185, 687978.3550007608 5338408.302998183))"
opendata_ruhver_fahrradparken_line.1660,11,Nein,Ja,Nein,2,,Nein,Orpheusstr. 1,1539,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687973.4760007607 5338422.357998184, 687979.7150007607 5338423.167998183))"
opendata_ruhver_fahrradparken_line.1661,14,Nein,Ja,Nein,2,,Nein,Friedrichshafener Str. 15,1540,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((681679.174000642 5335665.906998505, 681672.350000642 5335660.735998505))"
opendata_ruhver_fahrradparken_line.1662,48,Nein,Ja,Nein,2,,Nein,Friedrichshafener Str. 15,1541,Vorderradhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((681680.8640006421 5335646.355998504, 681688.9410006423 5335646.605998505), (681681.1150006421 5335643.317998504, 681689.0540006424 5335643.694998505))"
opendata_ruhver_fahrradparken_line.1663,8,Nein,Ja,Nein,2,,Nein,Garmischer Str. 221,1542,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687345.1510007491 5332440.203998229, 687344.270000749 5332435.522998228))"
opendata_ruhver_fahrradparken_line.1664,8,Nein,Ja,Nein,2,,Nein,Marienpl. 15,37,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691704.4040008395 5334714.769997965, 691708.7030008395 5334711.258997962))"
opendata_ruhver_fahrradparken_line.1665,6,Nein,Ja,Nein,2,,Nein,Marienpl. 15,2810,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((691712.5540008397 5334707.997997963, 691713.4760008396 5334707.230997963, 691713.6700008397 5334707.072997964), (691709.1830008395 5334710.8259979645, 691709.3780008396 5334710.669997964, 691711.0110008395 5334709.270997964))"
