FID,anzahl_stellplaetze,zusatzbeleuchtung,bike_and_ride,doppelstock,status,geplant,lastenrad,standort,standortnummer,typ_generalisiert,ueberdacht,zeitl_begrenzung,status_bedeutung,shape
opendata_ruhver_fahrradparken_line.1666,10,Nein,Ja,Nein,2,,Nein,Helene-Weber-Allee 19,2489,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689078.5730007833 5337541.8239981225, 689078.3470007833 5337545.8179981215))"
opendata_ruhver_fahrradparken_line.1667,20,Nein,Nein,Nein,2,,Nein,Kupferhammerstr. 2,2490,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691664.2400008391 5332629.67999797, 691663.783000839 5332629.47699797, 691652.8380008398 5332624.555997972, 691652.3820008388 5332624.350997972))"
opendata_ruhver_fahrradparken_line.1668,26,Nein,Nein,Nein,2,,Nein,Dachauer Str. 63-65,2491,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690277.1020008083 5336091.587998053, 690277.2440008085 5336090.901998052, 690280.4700008086 5336075.638998052, 690280.6200008086 5336074.955998052))"
opendata_ruhver_fahrradparken_line.1669,16,Nein,Ja,Nein,2,,Nein,Grünwalder Str. 17,2492,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691652.9760008389 5331588.555997973, 691650.4530008389 5331584.471997975, 691650.1990008389 5331584.040997974))"
opendata_ruhver_fahrradparken_line.1670,16,Nein,Ja,Nein,2,,Nein,Grünwalder Str. 17,2493,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691648.8560008389 5331591.117997974, 691646.3330008389 5331587.033997975, 691646.0790008389 5331586.602997975))"
opendata_ruhver_fahrradparken_line.1671,16,Nein,Ja,Nein,2,,Nein,Säbener Str. 2,2494,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691668.1070008392 5331579.483997974, 691665.5840008394 5331575.399997974, 691665.3300008392 5331574.968997973))"
opendata_ruhver_fahrradparken_line.1672,16,Nein,Ja,Nein,2,,Nein,Freseniusstr. 1,1013,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((684299.4830006894 5337531.441998379, 684310.1980006896 5337530.515998378))"
opendata_ruhver_fahrradparken_line.1673,22,Nein,Ja,Nein,2,,Nein,August-Zeune-Weg 4,1867,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688892.6990007808 5330373.816998145, 688882.5390007806 5330372.044998147))"
opendata_ruhver_fahrradparken_line.1674,30,Nein,Ja,Nein,2,,Nein,August-Zeune-Weg 4,1015,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688911.8780007814 5330377.421998144, 688927.0480007814 5330380.244998143))"
opendata_ruhver_fahrradparken_line.1675,30,Nein,Ja,Nein,2,,Nein,August-Zeune-Weg 4,1016,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688929.6010007815 5330380.491998142, 688945.0110007819 5330383.208998142))"
opendata_ruhver_fahrradparken_line.1676,22,Nein,Ja,Nein,2,,Nein,Rotkreuzpl. 8,1242,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688366.4190007689 5336393.900998164, 688355.3110007687 5336391.228998165))"
opendata_ruhver_fahrradparken_line.1677,15,Nein,Ja,Nein,2,,Nein,Rotkreuzpl. 8,1243,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688367.5530007689 5336409.887998166, 688366.8620007689 5336415.692998163, 688364.753000769 5336418.7909981655))"
opendata_ruhver_fahrradparken_line.1678,30,Nein,Ja,Nein,2,,Nein,Rotkreuzpl. 8,1244,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688380.5880007702 5336412.0749981655, 688377.1480007691 5336422.591998165), (688382.8120007693 5336415.870998164, 688379.9260007691 5336423.716998164))"
opendata_ruhver_fahrradparken_line.1679,12,Nein,Ja,Nein,2,,Nein,Rotkreuzpl. 8,1245,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688371.1060007691 5336454.630998165, 688371.9690007691 5336451.217998164))"
opendata_ruhver_fahrradparken_line.1680,6,Nein,Nein,Nein,2,,Nein,Salvatorstr. 17,1246,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691541.8400008357 5335257.435997974, 691542.980000837 5335260.6139979735))"
opendata_ruhver_fahrradparken_line.1681,28,Nein,Ja,Nein,2,,Nein,Edinburghpl. 51,879,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((700124.3970010378 5334650.760997329, 700116.5920010377 5334650.443997329))"
opendata_ruhver_fahrradparken_line.1682,26,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 32,880,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701039.0610010613 5334644.077997245, 701039.7540010613 5334631.095997247))"
opendata_ruhver_fahrradparken_line.1683,26,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 32,881,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701047.7340010618 5334644.402997245, 701048.4270010617 5334631.420997245))"
opendata_ruhver_fahrradparken_line.1684,14,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 44,882,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701137.6710010639 5334662.107997236, 701141.9660010643 5334662.274997237))"
opendata_ruhver_fahrradparken_line.1685,14,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 44,883,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701137.781001064 5334657.928997235, 701141.9540010642 5334658.131997237))"
opendata_ruhver_fahrradparken_line.1686,12,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 44,884,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701153.1550010643 5334655.654997236, 701160.0980010646 5334655.966997235))"
opendata_ruhver_fahrradparken_line.1687,12,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 44,885,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701161.6650010647 5334655.987997235, 701168.6120010647 5334656.219997235))"
opendata_ruhver_fahrradparken_line.1688,24,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 46,886,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701170.5750010648 5334656.416997235, 701177.4410010651 5334656.723997234))"
opendata_ruhver_fahrradparken_line.1689,7,Nein,Ja,Nein,2,,Nein,Ehrwalder Str. 9,1543,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687199.4300007463 5332471.618998237, 687199.3670007461 5332475.440998235))"
opendata_ruhver_fahrradparken_line.1690,8,Nein,Ja,Nein,2,,Nein,Ehrwalder Str. 10,1544,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687220.6230007468 5332493.908998236, 687215.9840007466 5332493.727998237))"
opendata_ruhver_fahrradparken_line.1691,20,Nein,Ja,Nein,2,,Nein,Riesenfeldstr. 2,1163,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690683.6090008167 5339076.025998021, 690680.0570008165 5339086.353998021))"
opendata_ruhver_fahrradparken_line.1692,8,Nein,Nein,Nein,2,,Nein,Gewürzmühlstr. 2,1164,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692488.8390008565 5335032.026997913, 692490.4070008566 5335027.763997913))"
opendata_ruhver_fahrradparken_line.1693,7,Nein,Ja,Nein,2,,Nein,Lindwurmstr. 151,1165,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689864.5260008004 5333459.804998081, 689866.5240008004 5333456.898998082))"
opendata_ruhver_fahrradparken_line.1694,7,Nein,Ja,Nein,2,,Nein,Lindwurmstr. 151,1166,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689861.1220008016 5333457.4949980825, 689863.2810008014 5333454.468998081))"
opendata_ruhver_fahrradparken_line.1695,14,Nein,Nein,Nein,2,,Nein,Tal 23,1402,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691957.8596008449 5334618.456697948, 691964.6243008452 5334615.217997948))"
opendata_ruhver_fahrradparken_line.1696,22,Nein,Nein,Nein,2,,Nein,Tal 29,1403,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691999.8280008459 5334596.673997946, 691989.3910008455 5334601.502997946))"
opendata_ruhver_fahrradparken_line.1697,10,Nein,Nein,Nein,2,,Nein,Maximilianstr. 12,2607,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691950.7170008447 5334970.72999795, 691951.4460008448 5334970.551997948, 691955.3330008448 5334969.607997947, 691956.0600008449 5334969.423997948))"
opendata_ruhver_fahrradparken_line.1698,10,Nein,Nein,Nein,2,,Nein,Maximilianstr. 8,2608,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691922.387000844 5334991.323997948, 691921.661000844 5334991.513997951, 691917.786000844 5334992.50299795, 691917.0590008439 5334992.68999795))"
opendata_ruhver_fahrradparken_line.1699,16,Nein,Nein,Nein,2,,Nein,Maximilianstr. 11,2609,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691951.7680008449 5334993.583997947, 691951.9460008459 5334994.312997949, 691953.6100008448 5335001.111997947, 691953.7880008447 5335001.840997949))"
opendata_ruhver_fahrradparken_line.1700,16,Nein,Ja,Nein,2,,Nein,Partnachpl. 1,1117,Vorderradhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((688011.9790007626 5332391.271998191, 688011.7370007625 5332397.4669981925))"
opendata_ruhver_fahrradparken_line.1701,14,Nein,Ja,Nein,2,,Nein,Partnachpl. 1,1110,Vorderradhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((688012.4650007625 5332378.839998191, 688012.2230007624 5332385.034998191))"
opendata_ruhver_fahrradparken_line.1702,10,Nein,Ja,Nein,2,,Nein,Isartorpl. 6 b,2610,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692159.6870008494 5334456.645997934, 692161.4960008495 5334451.187997935))"
opendata_ruhver_fahrradparken_line.1703,10,Nein,Ja,Nein,2,,Nein,Isartorpl. 6 b,2611,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692162.6920008495 5334447.586997935, 692164.5010008495 5334442.128997935))"
opendata_ruhver_fahrradparken_line.1704,16,Nein,Nein,Nein,2,,Nein,Hiltenspergerstr. 15,2612,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690803.7280008197 5336903.465998017, 690801.9390008196 5336907.594998018), (690800.8090008196 5336903.690998018, 690799.0200008196 5336907.8199980175))"
opendata_ruhver_fahrradparken_line.1705,7,Nein,Nein,Nein,2,,Nein,Salvatorpl. 1,1247,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691559.1820008361 5335314.148997973, 691563.0710008363 5335313.116997971))"
opendata_ruhver_fahrradparken_line.1706,6,Nein,Nein,Nein,2,,Nein,Salvatorpl. 4,1248,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691544.5360008357 5335317.418997973, 691541.1950008356 5335317.703997974))"
opendata_ruhver_fahrradparken_line.1707,20,Nein,Nein,Nein,2,,Nein,Salvatorstr. 3,1249,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691612.6590008372 5335210.228997969, 691614.0080008374 5335209.85999797), (691624.6940008377 5335206.93899797, 691617.9460008384 5335208.853997969))"
opendata_ruhver_fahrradparken_line.1708,20,Nein,Nein,Nein,2,,Nein,Hackenstr. 1,1250,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691270.1710008299 5334584.781997992, 691272.8460008302 5334582.194997992, 691277.1680008301 5334576.990997992))"
opendata_ruhver_fahrradparken_line.1709,10,Nein,Nein,Nein,2,,Nein,Sendlinger Str. 14,1251,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691284.4520008304 5334578.352997991, 691280.9420008303 5334582.587997992))"
opendata_ruhver_fahrradparken_line.1710,10,Nein,Nein,Nein,2,,Nein,Sendlinger Str. 15,1252,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691296.5320008306 5334562.884997991, 691299.8400008308 5334558.49199799))"
opendata_ruhver_fahrradparken_line.1711,50,Nein,Nein,Nein,2,,Nein,Sendlinger Str. 15 a,1253,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691290.9750008305 5334558.7179979915, 691306.5210008307 5334539.138997992))"
opendata_ruhver_fahrradparken_line.1712,11,Nein,Ja,Nein,4,,Nein,Sendlinger-Tor-Pl. 7,1280,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((690853.078000821 5334319.73499802, 690846.4210008209 5334318.731998018))"
opendata_ruhver_fahrradparken_line.1713,14,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 46,887,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701182.8720010661 5334659.372997233, 701187.0890010652 5334659.535997233))"
opendata_ruhver_fahrradparken_line.1714,14,Nein,Ja,Nein,2,,Nein,Willy-Brandt-Allee 46,888,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((701182.6130010652 5334664.603997233, 701186.8290010652 5334664.768997233))"
opendata_ruhver_fahrradparken_line.1715,6,Nein,Ja,Nein,2,,Nein,Meindlstr. 20,889,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688891.6210007805 5332457.096998142, 688891.7650007806 5332453.442998141))"
opendata_ruhver_fahrradparken_line.1716,12,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,895,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690886.9120008217 5335558.429998014, 690889.1530008217 5335564.105998014))"
opendata_ruhver_fahrradparken_line.1717,12,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,894,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690889.3590008216 5335564.602998015, 690891.1020008216 5335569.177998016))"
opendata_ruhver_fahrradparken_line.1718,6,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,893,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690899.0720008218 5335589.292998012, 690900.099000822 5335591.850998014))"
opendata_ruhver_fahrradparken_line.1719,11,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,892,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690900.8700008218 5335593.510998014, 690902.860000822 5335598.558998014))"
opendata_ruhver_fahrradparken_line.1720,6,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,891,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690903.7740008219 5335600.241998012, 690904.8590008221 5335603.000998014))"
opendata_ruhver_fahrradparken_line.1721,10,Nein,Nein,Nein,2,,Nein,Tal 37,1404,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692035.3500008467 5334580.420997943, 692040.6420008467 5334578.920997944))"
opendata_ruhver_fahrradparken_line.1722,10,Nein,Ja,Nein,2,,Nein,Tal 46,1405,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692031.2730008466 5334571.372997945, 692036.4140008466 5334568.590997943))"
opendata_ruhver_fahrradparken_line.1723,16,Nein,Ja,Nein,2,,Nein,Tal 48,1406,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692048.3390008471 5334543.482997943, 692047.393000847 5334552.400997941))"
opendata_ruhver_fahrradparken_line.1724,10,Nein,Ja,Nein,2,,Nein,Thomas-Wimmer-Ring 1,1407,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692106.4710008482 5334553.863997939, 692109.1750008482 5334550.916997939))"
opendata_ruhver_fahrradparken_line.1725,11,Nein,Nein,Nein,2,,Nein,Taxisstr. 6,1409,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688311.1440007675 5337344.715998167, 688311.7280007676 5337338.434998167))"
opendata_ruhver_fahrradparken_line.1726,12,Nein,Nein,Nein,2,,Nein,Taxisstr. 3,1410,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688314.6400007677 5337330.756998166, 688314.0530007677 5337337.033998166))"
opendata_ruhver_fahrradparken_line.1727,10,Nein,Ja,Nein,4,,Nein,Tegernseer Landstr. 129,1411,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((691774.3450008417 5331953.3659979645, 691773.4830008416 5331948.295997966))"
opendata_ruhver_fahrradparken_line.1728,18,Nein,Ja,Nein,2,,Nein,Pognerstr. 25,1412,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689563.8180007946 5330762.499998105, 689573.0250007948 5330762.504998104))"
opendata_ruhver_fahrradparken_line.1729,20,Nein,Ja,Nein,2,,Nein,Schäftlarnstr. 172,1413,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689576.613000795 5330762.604998104, 689585.9900007951 5330762.795998103))"
opendata_ruhver_fahrradparken_line.1730,8,Nein,Nein,Nein,4,,Nein,Hiltenspergerstr. 8,2613,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((690830.2230008201 5336905.487998015, 690827.9820008201 5336909.389998015))"
opendata_ruhver_fahrradparken_line.1731,8,Nein,Nein,Nein,2,,Nein,Hohenzollernstr. 140,2614,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690848.1820008205 5337408.922998015, 690847.3260008204 5337414.102998015))"
opendata_ruhver_fahrradparken_line.1732,6,Nein,Nein,Nein,4,,Nein,Fürstenrieder Str. 52,2195,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((686196.4340007261 5334528.503998286, 686199.4540007261 5334528.5979982875))"
opendata_ruhver_fahrradparken_line.1733,13,Nein,Nein,Nein,2,,Nein,Fürstenrieder Str. 53,2194,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686226.1640007268 5334495.480998284, 686226.4410007268 5334483.307998286))"
opendata_ruhver_fahrradparken_line.1734,8,Nein,Ja,Nein,4,,Nein,Landsberger Str. 290,2197,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686235.4080007268 5335277.482998284, 686232.3870007268 5335280.190998283))"
opendata_ruhver_fahrradparken_line.1735,6,Nein,Ja,Nein,4,,Nein,Landsberger Str. 290,2198,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686231.2370007266 5335281.426998284, 686229.2270007265 5335283.781998284))"
opendata_ruhver_fahrradparken_line.1736,20,Nein,Ja,Nein,2,,Nein,Franziska-Bilek-Weg 12,2199,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689311.3200007888 5334272.501998114, 689321.310000789 5334272.039998112))"
opendata_ruhver_fahrradparken_line.1737,10,Nein,Nein,Nein,2,,Nein,Franziska-Bilek-Weg 12,2200,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689336.9820007893 5334271.175998112, 689341.9750007894 5334270.910998112))"
opendata_ruhver_fahrradparken_line.1738,16,Nein,Nein,Nein,2,,Nein,Franziska-Bilek-Weg 12,2201,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689354.1980007896 5334270.19799811, 689362.1830007897 5334269.70899811))"
opendata_ruhver_fahrradparken_line.1739,8,Nein,Ja,Nein,4,,Nein,Sendlinger-Tor-Pl. 8,1283,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((690876.5670008217 5334364.977998018, 690880.0390008218 5334362.107998016))"
opendata_ruhver_fahrradparken_line.1740,8,Nein,Ja,Nein,4,,Nein,Sendlinger-Tor-Pl. 12,1285,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((691004.8205008245 5334416.843698011, 691005.9050008245 5334412.62719801, 691005.9559008244 5334412.4375980105))"
opendata_ruhver_fahrradparken_line.1741,24,Nein,Ja,Nein,2,,Nein,Truderinger Str. 252,1451,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((698193.97000099 5333678.830997494, 698195.7180009899 5333684.9979974935))"
opendata_ruhver_fahrradparken_line.1742,5,Nein,Ja,Nein,2,,Nein,Truderinger Str. 259,1452,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((698022.2130009858 5333738.965997509, 698023.1520009857 5333741.636997507))"
opendata_ruhver_fahrradparken_line.1743,20,Nein,Ja,Nein,2,,Nein,Truderinger Str. 257,1453,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((698022.4090009857 5333742.850997507, 698011.8880009854 5333746.348997508))"
opendata_ruhver_fahrradparken_line.1744,5,Nein,Nein,Nein,2,,Nein,Rosenheimer Str. 16,1221,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692726.2920008621 5334098.5179979, 692724.2030008619 5334100.545997899))"
opendata_ruhver_fahrradparken_line.1745,9,Nein,Nein,Nein,2,,Nein,Rosenheimer Str. 16,1222,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692721.6190008618 5334103.359997899, 692717.0790008617 5334108.066997899))"
opendata_ruhver_fahrradparken_line.1746,20,Nein,Ja,Nein,2,,Nein,Rosenheimer Str. 30,1223,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692817.542100864 5334008.616897892, 692817.9124008642 5334008.280997892, 692824.5782008641 5334002.23389789))"
opendata_ruhver_fahrradparken_line.1747,9,Nein,Nein,Nein,2,,Nein,Katharina-von-Bora-Str. 10,890,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690905.1620008221 5335603.741998014, 690906.788000822 5335607.914998014))"
opendata_ruhver_fahrradparken_line.1748,12,Nein,Ja,Nein,2,,Nein,Bad-Schachener-Str. 143,896,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695739.9550009312 5332891.907997688, 695737.469000931 5332883.84299769))"
opendata_ruhver_fahrradparken_line.1749,18,Nein,Ja,Nein,2,,Nein,Bad-Schachener-Str. 143,897,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((695755.0810009314 5332887.680997686, 695753.8840009314 5332883.397997686))"
opendata_ruhver_fahrradparken_line.1750,10,Nein,Ja,Nein,4,,Nein,Pelkovenstr. 128,1056,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((688050.743000762 5339607.588998178, 688053.559000762 5339612.693998176))"
opendata_ruhver_fahrradparken_line.1751,8,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 128,1057,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688046.8720007618 5339613.71299818, 688042.783000762 5339615.864998179))"
opendata_ruhver_fahrradparken_line.1752,19,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 128,1058,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688041.9580007617 5339615.831998178, 688036.6010007616 5339606.004998177))"
opendata_ruhver_fahrradparken_line.1753,11,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 128,1059,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688040.8890007627 5339594.532998178, 688035.3850007616 5339596.999998178))"
opendata_ruhver_fahrradparken_line.1754,12,Nein,Ja,Nein,2,,Nein,Pelkovenstr. 128,1060,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688031.7370007614 5339591.037998177, 688034.6510007614 5339596.764998178))"
